no,Replicate,Xt1,Xt2,Xt3,e,Y
17,2,-0.016250059,1.015507121,1.103149918,0.617074261,10.10517462
18,2,-0.449617897,-0.870051397,-0.516252495,0.062101531,0.718668294
19,2,-0.236180324,-0.546538794,1.266454068,0.061521096,7.706475421
20,2,-0.790295742,0.456543978,-0.21751796,0.024935133,3.610568148
21,2,-1.659811824,-0.291295533,0.026257111,0.003834197,2.997491766
22,2,-0.464022632,0.756009076,0.527811417,-0.035487463,6.813038198
23,2,-0.145998877,0.401080685,0.61755204,-0.033140596,6.733268224
24,2,-0.965580766,-0.746142178,1.397344925,-0.0753793,7.449616856
25,2,-0.54706652,0.901440434,0.73054468,0.520742063,8.284036954
26,2,0.510664381,-0.979090771,0.959620787,-0.924301807,5.265962622
27,2,-1.918465967,2.359825588,1.121610989,-5.079727726,5.73042383
28,2,-0.443079211,0.067242298,-0.106127464,-6.41E-06,3.54156648
29,2,0.373983036,0.377506198,-0.465885101,-0.008213613,3.030452535
30,2,0.050672215,0.733822859,0.507465966,0.017237373,6.965118027
1,3,1.610161408,0.864982802,0.323647674,0.023543568,7.130213962
2,3,0.031188686,0.593002593,-0.415714683,0.074861594,3.480268099
3,3,-0.368378314,0.511356471,2.095199631,-0.055618944,12.10678311
4,3,0.605427628,0.075192459,-0.228522558,-7.30E-06,3.532271233
5,3,0.408422518,-0.013714795,0.77297458,1.57E-08,6.925505319
6,3,-0.895668322,-1.065191598,1.021850026,-2.115435923,3.607169444
7,3,1.744859314,-0.172486101,-0.035240142,-0.00058921,4.311760853
8,3,0.307970386,1.49185818,-0.071624915,2.540525573,8.643651302
9,3,1.274199649,0.526378676,-0.089728986,-0.034883314,4.941340208
10,3,0.731002767,-1.668070322,-1.131779424,-10.06730497,-12.35141528
11,3,-1.423969597,0.097186244,-2.3640237,-4.42E-05,-4.934338031
12,3,0.898879335,0.502945049,1.531876374,-0.000876924,10.62784733
13,3,-1.375363191,0.288633719,0.024204965,0.002038295,3.97198147
14,3,1.572427717,-1.182006948,0.720997516,-2.044706198,3.406845524
15,3,1.952077839,-0.936006358,-1.054710641,0.201644282,-0.218492429
16,3,-1.817128798,-0.548012641,0.13485373,-0.053603777,2.882999169
17,3,-0.458595506,-0.715991364,-0.32093632,0.014157276,1.601361274
18,3,2.080190296,0.477634106,1.587887083,0.048500843,11.31342162
19,3,-0.83280917,-0.830826002,-1.651402335,0.444341327,-3.080069749
20,3,-0.278167056,0.01009205,-0.073692346,-5.90E-09,3.638578801
21,3,-0.057858669,-0.585971226,0.196287974,0.035620465,3.840156866
22,3,0.704897577,0.613466873,1.962474778,-0.237579694,12.02948885
23,3,-0.833458272,0.497529141,-0.299496591,-0.025212865,3.30950981
24,3,0.470555747,0.451348732,-1.294711701,0.025535856,0.22981913
25,3,0.44012322,-0.035031104,-1.033337223,-1.12E-06,0.403487508
26,3,0.479624247,0.075374535,-0.153141932,-8.58E-06,3.753591963
27,3,0.366024131,1.02869423,0.532613384,1.028627621,8.635486802
28,3,-0.594420067,0.202095233,1.181057493,-0.001165058,8.316016738
29,3,1.226489068,-0.499213365,-0.697125778,-0.058978116,1.173144661
30,3,-1.698935,1.007302959,0.781276685,-0.559083403,7.084893101
1,4,-0.420010744,-0.75555069,-0.172136695,0.439259013,2.518236578
2,4,0.058613854,0.016495461,-0.580855814,-7.78E-08,1.957107725
3,4,0.429163343,1.763593104,-0.647100068,-3.308199277,1.179295472
4,4,-0.333696393,1.043368077,0.159436984,0.428292474,6.433839175
5,4,-1.352576253,-0.486207481,0.657608251,0.031720757,5.128768738
6,4,-0.938561061,0.334662086,0.948936911,0.026619414,7.569360997
7,4,0.890549072,-0.341592312,-0.224029818,0.020710109,3.058033925
8,4,-0.004351463,-0.750615212,1.177002341,0.478843572,7.588388599
9,4,-0.506012639,0.641612723,-1.274142374,0.060482167,0.233583649
10,4,0.060442627,-0.823697981,0.340607984,0.779105651,4.793924475
11,4,0.048650288,-0.207817579,1.33008899,0.00308803,8.499142141
12,4,-0.597681901,1.058464577,0.664420808,0.667421879,8.407960894
13,4,1.460020394,-0.08269528,0.690812794,2.41E-05,6.946915441
14,4,-0.377578537,0.304617776,-1.348170263,-0.003482471,-0.551000169
15,4,-0.546140261,0.475312534,-0.689620152,-0.004327389,2.007552759
16,4,2.230631311,0.534279711,0.451208467,-0.113843042,7.204179532
17,4,1.147532233,1.977082041,0.217497447,1.783975192,9.991601957
18,4,1.031419054,-1.881325405,-0.427089627,19.75665681,19.80971367
19,4,0.491875434,-0.596625446,0.258914274,-0.239976967,3.993926422
20,4,2.33236119,-1.579111466,-0.11976118,5.222413503,7.355550533
21,4,0.089476722,0.493294269,-0.372440053,-0.084513612,3.35043429
22,4,1.036536256,0.464001974,0.325028247,0.000931658,6.281650809
23,4,-0.609623819,-0.824329836,-0.058340726,-0.112182886,2.197446217
24,4,0.741935792,0.374628477,-0.569802409,-0.002603747,2.804824612
25,4,-1.219444273,0.961477924,-1.591005216,-0.185536267,-0.958715869
26,4,-2.051881196,0.341192891,-1.255117849,-0.008849403,-0.836236802
27,4,1.205034816,-0.793161509,1.269319499,-0.324836572,7.536985288
28,4,-0.207248768,0.765006068,0.384354395,-0.243831875,6.204453543
29,4,0.156776067,0.211793789,0.076055892,-0.000523104,4.653679218
30,4,0.62523238,0.357225567,-0.574664141,-0.024760755,2.692379638
1,5,-0.337342906,-0.202347741,1.323934458,-0.001268175,8.326437101
2,5,-0.322164588,-1.565660197,-0.622993995,-10.64939542,-11.36952994
3,5,-0.981057039,0.963454365,-2.62065677,1.051585972,-3.330019668
4,5,-1.449876524,-2.344458297,-0.813115776,0.940875048,-2.082979798
5,5,-1.749723596,0.389883351,1.079664226,-0.025782376,7.745944427
6,5,-0.262510518,0.007887362,-0.459562375,2.24E-09,2.252402287
7,5,-0.920707938,-0.492625339,-1.812888169,0.052164793,-3.581453797
8,5,-0.335842724,0.213395357,0.842663209,-0.001875449,7.217468048
9,5,1.330628197,0.039440596,-1.470942987,2.53E-06,-0.703980048
10,5,-0.980898886,-0.199382846,-0.579868634,0.000271925,1.221311021
11,5,0.721910121,-0.830453636,2.280135543,0.290051716,11.54162327
12,5,-0.151946698,1.250367387,-1.537367036,-3.879207059,-3.598955986
13,5,-0.595014526,-2.109043717,1.002826429,10.05294873,14.26155249
14,5,-0.685565117,-1.776486849,-1.665795539,4.721177766,-0.214642496
15,5,0.497294247,1.203106774,-2.228451788,-3.227886478,-5.246735056
16,5,0.959141114,-0.741048724,0.10969352,-0.468692369,3.198287663
17,5,-0.619172096,-0.447045131,2.082773926,-0.002086087,10.57766351
18,5,2.125303344,0.596873944,-1.090315669,0.013229836,1.833525681
19,5,0.438126222,-1.239906444,0.377180079,0.796823512,4.470062618
20,5,-1.157246665,0.227589101,1.21186155,0.00088161,8.242068175
21,5,-0.91683968,-0.499239751,1.037595992,0.101867396,6.721617469
22,5,-0.73165648,0.33055858,-0.042706438,-0.016591709,4.032840392
23,5,-0.497578455,-0.540797303,0.706312667,-0.144383154,5.38811511
24,5,-0.865718952,0.994862561,-0.263000429,0.292871221,4.492075938
25,5,-0.559683509,0.991367907,0.202137945,-1.424298431,4.566576627
26,5,-0.615893629,0.756679445,-0.37798243,0.83481075,4.362735719
27,5,-0.603064738,-1.680119039,-0.654930262,4.088548892,2.969395494
28,5,0.385034966,0.18161997,1.591431412,0.001559933,10.15715696
29,5,1.656351194,-0.688557739,1.377888463,-0.002062171,8.588040164
30,5,-0.039568279,0.72322673,0.348122397,0.023042315,6.345295729
1,6,-0.073567997,0.037522858,0.514484204,2.18E-06,5.879002409
2,6,0.10262956,0.850133864,0.056291996,-0.25194978,5.266954024
3,6,0.562060078,0.922250799,-0.667195361,0.525788448,3.73208538
4,6,-1.546205052,0.427029888,1.078765212,0.05594609,7.961563665
5,6,0.164935184,-0.889076152,0.341124303,-0.381366749,3.579040587
6,6,-0.284630925,-0.560100365,-0.040207155,-0.147675436,2.753575888
7,6,0.227816125,0.561630387,-0.391599261,0.055058514,3.578873207
8,6,-0.507216205,-0.289131566,1.111812602,0.014484182,7.380425718
9,6,1.427564577,-0.18708072,-0.678051154,-0.000617002,1.848803597
10,6,-1.356354989,0.552859079,-0.855117673,0.111237412,1.319560414
11,6,-1.505669368,-1.113507421,-0.05477936,-2.559797642,-1.029532215
12,6,-0.237364881,1.019862917,1.317408234,1.443922147,11.62144021
13,6,-1.12503044,-1.728717089,-1.100272187,-8.062205727,-11.06627341
14,6,-0.545593147,-1.189857116,0.12604971,-1.505902352,0.944853672
15,6,-0.997974194,-0.421819051,-0.664450776,-0.002244525,0.573814428
16,6,0.910089829,-0.156681068,1.012401219,1.12E-06,7.773659841
17,6,0.423428894,0.078594504,-1.042106772,4.22E-05,0.535721086
18,6,1.129569088,2.758493564,-0.972694336,84.68360661,89.77147498
19,6,0.570631247,-0.017282815,-0.642609927,-6.47E-09,1.888932535
20,6,-2.162442372,-0.699572539,0.647679619,-0.082924147,4.334386725
21,6,0.31273762,-1.090879185,0.035655935,1.228870413,3.84600805
22,6,0.265189119,0.821538973,-0.02532368,0.33473498,5.581953839
23,6,1.963667776,0.893595386,-0.814934903,0.013584393,3.205678932
24,6,0.127318675,-0.343048875,1.638554365,-0.015404213,9.41974566
25,6,1.036016518,0.903983075,0.433818824,-0.00398748,7.328141507
26,6,2.035226435,0.485171623,-2.033834732,0.003614458,-1.77634257
27,6,-2.547984873,-0.373056621,0.911501424,-0.017382827,5.685243417
28,6,-0.833498807,-0.195212716,-0.40830028,0.000306337,1.904206734
29,6,1.122120381,-1.256441217,1.750997894,-0.743218648,8.124560096
30,6,1.429545594,0.04424217,-0.106101385,6.01E-06,4.256222517
1,7,-1.916537479,2.477087482,2.144734339,-11.78445586,2.885603987
2,7,0.930897461,1.233052927,1.049640592,-3.483092341,6.517552167
3,7,-1.235967832,-1.967146574,1.846238222,-26.3965647,-19.1952141
4,7,-0.099480074,-1.828638992,0.828221494,-8.260961265,-4.062114405
5,7,0.708648978,-0.941529418,-0.89917505,0.401784836,0.035920119
6,7,0.383056117,1.05670982,-0.242865224,1.37328795,6.237260321
7,7,-0.720327308,2.071158924,0.909796337,4.572751183,14.66662546
8,7,-0.680551151,0.307139742,0.122272779,-0.012329669,4.616341488
9,7,0.126802075,0.454355556,-1.491083709,-0.032484396,-0.668131585
10,7,-0.445908644,0.49425343,0.352694243,-0.024876296,5.807839667
11,7,1.084470493,0.019460408,-0.404149657,5.85E-08,3.008040101
12,7,-0.159365484,0.137771903,-0.022254838,-0.000174227,4.062620016
13,7,-1.395525281,-1.074102549,1.096837853,0.777833077,6.55708541
14,7,-0.710794707,-0.150502409,3.440404115,0.000674078,15.8760574
15,7,2.100770729,-0.987374154,-0.657916897,1.074555137,2.065301369
16,7,-0.797411924,-1.558865947,0.231844355,10.42482525,12.60220123
17,7,1.154980251,-0.365890238,-0.135017006,-0.029764681,3.397330841
18,7,-0.852850234,1.015390343,-0.418435379,-0.84603634,2.829541715
19,7,0.732104407,0.243213465,-0.397513538,-0.005406075,3.221207147
20,7,-0.04392458,-1.193608305,-0.567004745,-1.956651548,-1.805850921
21,7,-1.733403653,0.43543346,-0.287742583,0.067706377,2.991621807
22,7,1.498131532,-0.307275395,-0.591707043,-0.003769255,2.00442491
23,7,-0.344582027,-0.161888331,-1.063784887,-0.000469388,-0.210760287
24,7,-0.02575274,-0.350734936,1.509260199,0.024112348,8.921045563
25,7,1.776645915,-0.158191445,0.202758409,-0.000479421,5.202822048
26,7,-0.751672478,-1.034724684,0.938719372,-1.742321675,3.784312049
27,7,0.802011041,-2.210961682,0.663196758,12.93196676,16.32383699
28,7,-0.572038827,0.449083441,0.035982153,0.019206628,4.593552008
29,7,0.094650584,1.517741901,-1.104925739,0.535104502,2.871844929
30,7,0.013826482,0.512004255,-1.134379004,-0.084665353,0.605107207
1,8,-0.122795008,0.816327237,0.732435767,0.134550795,7.94669241
2,8,0.009748202,0.428547548,0.977630748,0.036408655,8.202599949
3,8,0.644398064,-0.369619496,0.578952666,-0.000223674,5.787335907
4,8,0.104260588,0.812592967,0.738621692,0.402440307,8.322072085
5,8,-0.774144551,-0.880340112,-0.030461864,0.374856259,2.63502556
6,8,-1.045318398,-0.116430881,0.717802428,-0.000141846,5.991173214
7,8,-0.085208246,0.516220098,-0.043229391,0.000118655,4.584739695
8,8,0.821651672,0.461326885,-1.133751971,0.095136696,1.034280597
9,8,1.216567504,-0.28399319,-0.116459963,-0.012620364,3.628760988
10,8,0.145480782,-0.522061312,-1.351109181,0.098184505,-1.490708204
11,8,-0.80414854,-0.13221666,-0.960013085,-6.29E-05,0.023905608
12,8,-0.961702451,-1.716658512,0.984582988,13.16181945,17.74664946
13,8,1.462154493,-0.123184426,0.692016636,0.000102513,6.89144756
14,8,0.161927649,0.530841561,-0.125413328,-0.010604446,4.398940974
15,8,-0.129726917,1.445595606,1.539980405,-0.939763694,10.72066841
16,8,-0.307555711,0.137292628,-0.755250773,0.000167702,1.364181577
17,8,0.284325526,-0.409776894,-1.310770834,0.042548869,-1.177161265
18,8,-0.708805988,-0.782526091,-1.448648139,0.276261353,-2.39618348
19,8,0.040799759,0.784764086,0.512196783,0.001844575,7.039219028
20,8,-0.252759234,0.658382813,1.900153565,0.3408328,12.06785616
21,8,-0.115790829,0.336024773,-0.18917494,0.000410094,3.777101139
22,8,-0.647061387,-1.26755774,0.169352238,-0.43102731,2.018479582
23,8,-1.400588393,-0.468659812,-0.477059833,-0.066106921,0.953252605
24,8,0.745037079,-1.585928319,-0.575201217,1.868943623,1.717341594
25,8,0.141049421,1.028293219,-1.915213115,1.042138421,-0.253769196
26,8,0.561834695,-2.080405727,0.819443219,-29.29924217,-25.2451213
27,8,-0.781690505,-0.655965148,-1.677419729,0.392203434,-2.943131515
28,8,0.96606163,-0.239332071,1.234339857,0.003336443,8.474386475
29,8,1.278778892,0.568853128,0.858013565,0.167332982,8.620973063
30,8,0.874509884,-0.626768283,0.824659613,0.089944822,6.468370959
1,9,0.921851699,-0.854047805,-0.844281503,-0.130144074,-0.081888511
2,9,-0.040003835,-0.616409665,0.375834915,-0.152974966,4.259414696
3,9,1.16844167,-0.575193504,1.326711738,-0.025850991,8.354897678
4,9,0.002254471,0.245016984,1.206633624,0.004858847,8.717167157
5,9,-1.12757736,-0.305671327,-0.021984015,0.010918973,3.022238583
6,9,-1.489066734,0.335264784,-0.436538939,-0.011496863,2.324233438
7,9,1.136553712,0.496967653,0.906762433,0.006590533,8.471008256
8,9,0.597250849,0.134955208,0.300718189,0.000444943,5.524363573
9,9,-0.267860891,-0.546377284,-0.053446052,0.094738269,2.975622199
10,9,0.775849011,-0.655335044,0.956995083,0.127576142,6.90009548
11,9,2.419266212,0.581031832,1.977196042,-0.034419232,12.92274075
12,9,-0.935277516,0.694970188,0.049878256,-0.157390725,4.690515272
13,9,1.846251525,0.030227217,-0.187369011,1.06E-07,4.109313101
14,9,0.098841237,0.34428593,-0.041274027,0.011810477,4.41918937
15,9,0.692700284,-0.838945949,-0.145616585,0.626173048,3.120614532
16,9,1.063548768,-2.676863402,0.736670265,120.9232654,123.9854028
17,9,1.534965196,-0.175429035,-1.591183991,0.001061746,-1.376358096
18,9,-0.55805482,-1.74371819,-0.558473594,-9.597235065,-10.44653922
19,9,-1.165153881,-1.095483799,1.248485848,0.286715093,6.671976895
20,9,0.179137203,0.45929796,0.739231203,0.04613101,7.467965162
21,9,0.146851164,-0.021442637,0.47182339,2.38E-07,5.725140952
22,9,0.230139219,0.074288122,-2.942283939,3.36E-05,-6.388700667
23,9,0.357062251,-0.655087617,-0.82276401,-0.312592495,-0.114349457
24,9,2.132892461,-0.47735275,0.655241438,-0.019539253,6.476457785
25,9,-0.34905798,0.188175888,0.771064278,0.000964564,6.919436607
26,9,-0.385313808,0.828156043,0.490756829,-0.193204052,6.661629073
27,9,-0.181838113,-0.305962731,1.146626691,0.013557169,7.609733916
28,9,-0.949882428,-0.029417134,0.232821899,3.80E-08,4.414080201
29,9,-0.650838153,-1.236286824,-1.892256047,4.591608505,-0.33527876
30,9,-2.063637508,-1.230548292,0.810448933,4.67633979,8.922678508
1,10,1.420497926,-0.234920391,0.73402315,0.001348298,6.859650221
2,10,0.397862137,0.771085882,-0.404874375,0.252320601,4.110546529
3,10,-0.602086157,-0.943953827,0.897245619,0.108119389,5.681438414
4,10,-0.50822427,0.894003735,0.204158526,0.958409012,6.8310956
5,10,-0.281351537,0.320936637,-0.894908369,0.014717357,1.161911568
6,10,-1.185193572,-0.951868837,0.636480118,-1.733900516,2.655547223
7,10,1.190287929,-1.529441023,0.274594542,-1.362177057,1.808316932
8,10,-0.835871723,-1.067858752,0.453474599,-1.153321718,2.543050022
9,10,0.955263009,-2.278829087,0.762881794,4.765308008,8.475544041
10,10,-0.796784543,0.323974835,1.040565582,-0.022757334,7.890527195
11,10,2.181903455,0.839335326,-1.099383812,-0.34160413,1.83237852
12,10,2.465332146,1.012957495,0.098300434,-0.630656147,6.228794518
13,10,-1.038785884,-0.767696986,-0.256800529,0.043975034,1.552433297
14,10,0.082736044,-0.346227095,0.626134065,-0.000105348,5.767731061
15,10,1.431078024,-0.964720182,0.552619166,0.962986229,6.077766163
16,10,-0.289777957,0.537882106,-0.33126093,0.06239664,3.560769268
17,10,0.298769868,-0.525818547,-0.567665234,0.0324734,1.319658686
18,10,-0.888420079,0.178025634,-2.769097904,-8.45E-05,-6.057166511
19,10,0.739759319,0.644091169,-0.83806639,-0.160668567,2.084332911
20,10,0.263826706,-1.110808668,0.498927723,0.30466365,4.540121132
21,10,-0.560754079,2.231176,0.118855848,-18.12153673,-10.57119331
22,10,0.686683411,-0.360171703,1.824467326,0.002821667,10.30531985
23,10,1.031470972,0.028614954,0.1903691,1.94E-07,5.140839775
24,10,1.281550952,-0.283463975,-0.134529047,2.57E-05,3.603145552
25,10,1.261758394,-0.216846833,1.692271199,-0.002469418,10.26914001
26,10,0.043816281,-0.191916252,0.198244576,-0.000167498,4.44316511
27,10,0.807114077,0.718953049,-0.575383971,-0.048668765,3.281224144
28,10,-0.375410518,-0.987063699,0.516760008,-1.066143468,3.163432806
29,10,0.195570985,-1.233801976,0.444911367,-0.839128432,2.990077918
30,10,1.150046892,-1.129467495,0.343282368,-0.6414943,3.360139737
1,11,1.020800713,-1.823450306,-0.379433775,-0.160196125,0.146987112
2,11,-1.688859149,-0.421040467,1.538069482,-0.009960611,8.219985162
3,11,0.976410679,1.010955547,-0.604489794,1.560076085,5.290910419
4,11,-1.549146112,-1.25886801,1.0322143,2.675453621,7.883464639
5,11,-1.357400175,0.279597901,1.843205106,0.001801495,10.51377666
6,11,1.116652306,-0.975777081,-1.344596191,0.348306919,-1.509244068
7,11,0.474837213,-0.202964453,-1.104270671,-0.001695761,-0.091581972
8,11,-0.833414245,-0.848057959,-0.380472736,-0.673613564,0.351231949
9,11,1.074291888,0.539588038,-0.408684987,0.099573919,3.867406777
10,11,0.150230774,0.865084003,-0.730261465,1.20120548,3.92998252
11,11,-0.06916237,0.085755471,1.411145877,3.79E-06,9.181097203
12,11,1.115026063,-0.211295325,-0.027334611,0.00015765,4.03082049
13,11,-0.335585195,0.395459552,1.363270358,-0.039516203,9.327212337
14,11,-0.745406039,-0.950442552,-0.22434429,0.979478557,2.448012869
15,11,-0.21861653,-0.105118404,2.211398937,4.67E-05,11.71595863
16,11,1.089979769,-0.816004005,1.48640353,0.330383472,8.893422079
17,11,0.223447042,0.079405661,-0.073189654,-3.48E-05,3.944969711
18,11,-1.349240062,0.565270957,1.104002391,0.092943201,8.375562221
19,11,-1.074603957,-0.354944439,0.242348165,-0.001290659,3.908904494
20,11,-1.605015064,0.650511154,1.204295613,0.289289844,8.958514757
21,11,-0.982207057,-0.288575341,-1.16879765,0.007780967,-1.025636405
22,11,0.424946944,0.736244122,-2.53098144,0.616422808,-3.220765416
23,11,0.3719147,-0.134091583,0.060470464,0.000484106,4.165806282
24,11,-1.323603469,0.046915708,0.215945036,9.33E-06,4.318343632
25,11,-1.416799464,1.828710804,-0.763699573,-2.210202354,1.216825604
26,11,-0.403326827,1.665819282,1.131936459,12.70253858,23.11490803
27,11,-0.216235079,1.621807868,-1.069497592,-0.732180702,1.763845737
28,11,-1.20022398,0.358674004,1.153802864,0.017685315,8.22929704
29,11,-0.144614236,-0.392422454,0.345994859,0.045694304,4.644796419
30,11,1.12273807,0.794187952,-1.243047937,-0.537675767,0.627728816
1,12,0.48857431,0.88311232,-0.637466674,-0.03165311,3.193565067
2,12,1.623280207,-0.346940039,-0.350830388,0.00712198,2.873034608
3,12,-0.30397668,-0.125592534,0.025509666,-0.000317982,3.781537343
4,12,1.99850612,0.111505384,-0.058317315,3.70E-05,4.756755218
5,12,0.423850072,0.699234584,0.0059247,0.298654446,5.538375269
6,12,0.565890198,0.410563678,-0.654299834,0.024507019,2.511229212
7,12,-1.695084491,-1.081912013,-0.184147145,2.002510162,3.038678623
8,12,1.291094352,0.083859628,-0.561597899,-2.19E-05,2.620452873
9,12,-0.747234335,-0.867564893,0.444039369,-0.336701155,3.661599499
10,12,0.807149924,0.632686806,-0.148935009,0.404603878,5.140328025
11,12,-0.608642442,-2.893468997,-0.630253936,-87.79580223,-90.64837687
12,12,-0.233245771,-0.227621187,-0.026520631,0.003851027,3.473646668
13,12,-0.696849909,0.474232205,-2.047507553,-0.075660214,-3.01407906
14,12,1.607292025,0.578435644,-0.377382602,0.145312172,4.297305083
15,12,2.249460379,-0.408473664,1.968462007,0.029683553,11.40322043
16,12,-0.569916608,-1.200140757,1.352349434,-0.806953276,6.033326909
17,12,0.189233599,1.474194505,0.831798658,1.776915612,11.05837598
18,12,0.929232337,-1.299020959,0.590060906,2.280940019,6.828320777
19,12,-0.427326245,-1.071584193,0.127856039,-0.836467463,1.845507491
20,12,1.107274252,-0.163362019,-0.504234937,-0.000720431,2.381900467
21,12,0.002717351,0.938646836,0.989797789,-0.115054747,8.85727449
22,12,0.200305996,-1.050716478,-1.375340694,-0.021396241,-2.468575059
23,12,1.127684364,0.160642265,-1.75452759,-0.000318663,-1.624580845
24,12,-0.27368746,-1.787022522,-1.877443553,14.31903444,8.770228884
25,12,0.246383686,1.509076985,1.212840445,-0.212706967,10.51568759
26,12,-0.758008008,-0.3368781,0.422973381,-0.011681853,4.702501965
27,12,0.350982648,-0.267261831,-0.079140082,-0.000496486,3.454099533
28,12,-0.701604509,-0.875240287,1.691111149,-0.291923585,8.202574316
29,12,1.140343661,-0.066395559,0.584843945,-1.12E-06,6.461981207
30,12,-0.311300222,-1.579581726,0.812029487,-3.31735205,1.112061425
1,13,-0.447290358,-1.795360444,0.316546635,-17.39845751,-15.13084644
2,13,0.897802726,0.73137627,-0.083622485,-0.207851933,4.947292614
3,13,1.105071769,1.007089703,1.23013492,0.777149047,11.15829802
4,13,-0.022076321,-1.087283139,-1.387944965,-0.750087734,-3.386444844
5,13,-0.340976049,0.773312215,0.497166255,0.17761299,6.990989412
6,13,0.723710062,-1.126215167,-2.966451875,0.701563575,-7.3775019
7,13,-0.566609004,-1.129176074,0.082504852,-0.600436202,1.776173555
8,13,-1.036392676,-1.230788111,-1.197825683,-0.922287359,-3.495199055
9,13,-0.68664795,-1.564397781,-0.592501106,8.419995899,7.665736064
10,13,1.265410297,-1.570414846,-0.37853581,-1.260984682,-0.473171748
11,13,1.167490095,-0.57961961,0.226659998,-0.010458289,4.403084328
12,13,1.073156471,-0.890720396,2.607419843,-1.284991113,11.19490232
13,13,1.231021831,1.30321278,-0.484887925,5.90282003,10.6044514
14,13,0.396520591,0.895040095,2.414445606,-0.253151996,13.94002057
15,13,-0.712740859,-0.120923008,-0.044194417,0.000357648,3.374776893
16,13,0.574387437,0.334062758,0.484274236,-0.029755895,6.444480465
17,13,-0.090384714,1.954437022,-0.019574877,-20.34894465,-13.52391256
18,13,-0.641591483,-0.110197541,0.845598566,-8.37E-05,6.622138237
19,13,-0.992742238,2.209470012,0.241885069,-19.32250827,-11.5346139
20,13,3.104694665,1.460906842,1.115577827,7.290314206,18.73963251
21,13,0.575406209,1.29318456,-2.01754932,-4.244559438,-5.337797668
22,13,0.093989758,-2.432579067,-1.099088044,19.87432192,16.30633227
23,13,0.737858266,0.558757801,1.476490885,-0.158799441,10.28984775
24,13,-0.366672002,0.321785851,0.787027693,0.004516305,7.173825977
25,13,-1.20883588,-1.295639722,-0.390488481,-1.921332395,-1.754084864
26,13,-0.624534292,0.068611131,-1.572742595,-5.57E-06,-1.808775929
